Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
0,1,27.0,0,1,237,5.0,3,3,3,5.0,4,5.0,5,4,4,2,5,3,5,0,0.0,1
0,1,43.0,0,0,1076,3.0,3,3,3,2.0,5,4.0,3,3,2,3,4,3,4,50,31.0,1
1,1,56.0,0,0,516,1.0,1,1,1,2.0,5,4.0,5,5,5,5,4,5,3,15,38.0,1
0,0,46.0,0,0,1287,4.0,4,4,3,3.0,4,3.0,3,4,2,5,3,4,3,0,0.0,1
1,1,23.0,0,1,1747,0.0,4,0,3,2.0,0,2.0,2,2,2,5,3,2,2,71,45.0,1
1,0,23.0,0,0,1102,5.0,3,5,4,3.0,5,3.0,3,4,3,5,4,4,3,26,7.0,1
0,1,36.0,0,1,163,5.0,2,2,2,5.0,5,5.0,5,4,1,5,3,1,5,0,0.0,1
0,1,36.0,1,1,746,3.0,4,3,3,4.0,3,4.0,4,3,3,4,4,5,4,0,6.0,0
0,1,46.0,0,0,3892,2.0,2,2,2,2.0,5,3.0,4,4,4,4,4,4,2,0,0.0,1
0,1,31.0,0,0,2223,5.0,5,5,5,5.0,5,5.0,5,4,4,2,5,1,5,0,0.0,1
1,1,36.0,0,1,373,4.0,1,1,1,4.0,4,4.0,4,1,4,2,5,5,4,0,0.0,1
0,0,24.0,0,0,719,5.0,0,5,3,4.0,5,4.0,4,4,4,4,4,5,4,0,0.0,1
0,1,45.0,0,0,1868,4.0,4,4,4,4.0,4,5.0,3,3,3,3,3,3,4,0,0.0,1
0,1,33.0,1,1,2504,3.0,4,3,2,3.0,3,3.0,3,3,4,4,3,5,3,0,11.0,0
1,1,25.0,0,0,2674,3.0,2,2,2,5.0,5,5.0,5,1,2,5,3,5,5,0,0.0,1
1,1,59.0,0,0,2140,5.0,5,5,5,3.0,5,4.0,5,5,5,5,5,5,5,0,0.0,1
1,1,54.0,0,1,1297,4.0,4,4,4,4.0,4,4.0,4,3,3,4,2,1,4,0,0.0,1
1,1,15.0,1,2,925,4.0,4,5,4,1.0,5,1.0,1,3,5,5,3,5,1,111,109.0,0
1,0,39.0,0,0,338,4.0,4,4,4,4.0,4,4.0,4,4,4,4,1,3,4,0,0.0,0
1,1,60.0,0,0,1705,5.0,5,5,5,1.0,2,2.0,5,5,5,5,4,5,1,0,0.0,1
0,1,63.0,1,1,228,4.0,5,4,1,1.0,1,3.0,4,4,4,4,1,4,3,0,0.0,1
0,0,24.0,0,1,922,4.0,4,4,4,5.0,4,5.0,5,5,3,4,4,4,5,0,12.0,1
1,1,40.0,0,0,2370,2.0,2,2,2,4.0,4,4.0,5,5,5,5,4,5,3,0,38.0,1
1,1,23.0,0,2,669,5.0,2,2,2,5.0,5,5.0,5,3,4,4,5,4,5,8,1.0,1
0,1,47.0,0,0,2836,5.0,5,5,5,3.0,5,5.0,5,5,5,5,5,5,5,0,0.0,1
0,1,46.0,0,2,531,4.0,3,3,3,3.0,5,5.0,4,4,4,4,4,4,5,3,0.0,1
1,1,41.0,0,1,391,3.0,1,1,1,4.0,3,4.0,4,3,3,2,3,2,4,0,0.0,1
1,1,33.0,0,0,3320,1.0,1,1,1,5.0,5,3.0,5,3,5,2,3,2,5,0,0.0,1
1,1,33.0,1,1,944,4.0,5,4,3,5.0,4,5.0,5,2,4,4,1,3,5,0,0.0,1
1,1,31.0,0,1,113,5.0,5,5,5,5.0,5,5.0,5,5,2,3,1,1,5,95,121.0,1
0,1,53.0,0,1,176,4.0,2,2,2,5.0,5,1.0,4,4,4,4,4,4,3,0,0.0,1
0,1,37.0,0,0,3636,2.0,2,2,2,4.0,4,5.0,5,5,5,4,3,5,4,0,0.0,1
0,1,42.0,0,0,3142,3.0,3,3,3,5.0,5,4.0,4,4,4,5,5,4,3,6,9.0,1
0,1,18.0,0,0,2901,4.0,4,4,4,4.0,4,4.0,4,5,4,5,5,5,4,15,4.0,1
0,0,23.0,0,1,231,3.0,1,3,3,3.0,3,3.0,3,1,5,4,1,3,3,0,0.0,0
1,1,36.0,0,1,248,5.0,4,4,4,5.0,5,5.0,5,5,3,1,3,4,5,1,0.0,1
1,1,61.0,0,1,458,3.0,5,5,5,4.0,4,4.0,4,3,1,4,1,1,4,0,0.0,1
1,0,60.0,0,0,1062,5.0,5,5,3,5.0,5,4.0,5,3,5,4,3,4,5,0,35.0,1
0,1,48.0,0,0,3076,2.0,2,2,2,2.0,5,5.0,5,5,4,5,5,5,4,62,40.0,1
1,0,41.0,0,0,226,3.0,3,3,3,4.0,3,2.0,4,4,1,1,4,4,4,0,0.0,0
0,1,31.0,0,0,723,4.0,4,4,4,5.0,5,5.0,5,3,4,4,4,5,5,1,0.0,1
1,1,53.0,0,0,3571,5.0,5,5,5,2.0,5,4.0,4,4,4,4,5,4,5,0,1.0,1
1,0,22.0,0,1,495,0.0,0,0,3,2.0,0,2.0,2,1,3,1,3,4,2,0,0.0,1
1,1,24.0,0,0,2680,4.0,4,4,4,4.0,4,4.0,4,4,2,5,3,4,4,0,0.0,1
0,1,42.0,0,0,2381,0.0,0,0,2,4.0,4,4.0,2,2,2,2,3,2,5,0,0.0,1
1,1,50.0,0,0,3632,3.0,3,3,3,5.0,5,5.0,4,4,4,4,5,4,5,23,26.0,1
0,0,21.0,0,1,679,5.0,5,5,1,4.0,5,4.0,4,4,3,4,3,2,4,56,44.0,1
0,1,44.0,0,1,158,4.0,5,5,5,2.0,1,2.0,4,4,4,4,2,4,3,0,6.0,1
0,1,49.0,0,0,3378,3.0,2,2,2,2.0,5,5.0,4,4,4,4,4,4,4,36,42.0,1
1,1,49.0,1,2,83,4.0,5,4,1,4.0,4,4.0,4,4,4,4,5,5,4,0,0.0,1
1,1,53.0,0,0,2330,5.0,5,5,5,5.0,5,4.0,4,4,4,4,4,4,3,0,0.0,1
0,1,55.0,0,0,859,4.0,4,4,4,4.0,4,4.0,4,4,4,4,5,4,5,40,26.0,1
0,1,43.0,0,0,2139,3.0,3,3,3,4.0,4,4.0,5,5,5,5,5,5,3,10,0.0,1
0,1,48.0,0,0,290,0.0,0,0,1,5.0,5,5.0,5,5,5,5,3,5,5,0,0.0,1
0,0,19.0,0,0,738,5.0,3,5,2,3.0,5,3.0,3,5,3,4,5,5,3,0,0.0,1
0,1,48.0,0,0,554,1.0,1,1,1,2.0,5,5.0,4,4,5,4,4,4,4,1,0.0,1
1,0,28.0,0,0,1174,5.0,5,5,4,3.0,5,3.0,3,4,3,5,3,4,3,15,0.0,1
0,0,29.0,0,1,208,4.0,0,4,2,5.0,4,1.0,5,2,4,5,5,5,5,0,1.0,1
1,1,54.0,0,0,3280,1.0,1,1,1,1.0,4,5.0,5,5,5,5,2,5,1,0,3.0,1
0,1,65.0,1,0,1726,4.0,5,4,1,3.0,4,5.0,3,3,4,3,5,3,4,0,0.0,1
1,1,38.0,0,0,2554,1.0,1,1,1,3.0,4,4.0,5,5,5,5,5,5,5,0,0.0,1
0,1,54.0,0,0,373,3.0,2,3,3,2.0,2,2.0,4,2,5,4,2,3,2,132,131.0,1
1,1,38.0,0,2,4983,4.0,4,4,4,4.0,4,4.0,3,4,3,5,4,5,4,2,0.0,1
0,1,53.0,0,0,184,1.0,1,1,1,3.0,3,3.0,5,5,5,5,2,5,2,0,0.0,1
0,0,43.0,0,0,1744,4.0,4,4,2,5.0,4,5.0,5,5,3,4,3,4,5,9,0.0,1
1,1,54.0,0,0,2316,2.0,2,2,2,5.0,3,1.0,5,5,5,5,5,5,4,0,0.0,1
1,1,24.0,0,2,438,4.0,1,1,1,4.0,4,5.0,4,5,5,3,5,4,4,0,0.0,1
0,1,43.0,0,1,462,4.0,4,4,4,4.0,4,4.0,4,1,2,4,1,2,4,48,44.0,1
0,0,59.0,0,0,451,4.0,4,4,1,4.0,4,4.0,4,4,5,4,3,4,4,6,0.0,1
1,1,26.0,0,1,641,5.0,1,1,1,5.0,5,4.0,5,5,5,1,4,2,5,0,1.0,1
1,1,54.0,0,0,711,2.0,2,2,2,4.0,4,5.0,4,4,4,4,5,4,4,15,0.0,1
0,1,38.0,0,0,2876,2.0,2,2,2,4.0,5,5.0,5,5,5,5,3,5,3,0,1.0,1
1,1,59.0,0,0,3322,2.0,2,2,2,5.0,5,4.0,3,3,3,3,5,3,3,0,3.0,1
0,1,29.0,0,1,1069,5.0,5,5,5,5.0,5,5.0,5,3,5,2,5,1,5,134,132.0,1
1,1,50.0,0,0,811,5.0,5,5,5,4.0,5,5.0,3,3,4,3,3,3,4,0,0.0,1
0,0,21.0,0,1,814,4.0,4,4,1,4.0,4,4.0,4,4,5,4,3,4,4,0,0.0,1
1,1,48.0,0,0,237,5.0,5,5,5,3.0,4,4.0,3,3,4,3,5,3,4,0,0.0,1
0,1,58.0,0,0,1744,2.0,2,2,2,2.0,4,5.0,4,4,4,4,3,4,5,5,0.0,1
0,1,27.0,0,0,834,3.0,3,3,3,4.0,4,4.0,4,4,5,5,3,5,4,1,0.0,1
1,1,58.0,0,0,2777,2.0,2,2,2,2.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
0,1,61.0,0,2,331,2.0,2,3,2,5.0,4,4.0,3,3,2,3,4,3,1,0,0.0,0
1,1,54.0,0,0,2616,2.0,2,2,2,2.0,4,4.0,4,4,5,4,3,4,4,0,7.0,1
1,1,32.0,1,1,936,5.0,2,5,3,3.0,5,5.0,3,3,4,2,1,3,3,5,1.0,1
0,1,52.0,0,0,3841,5.0,5,5,5,2.0,5,4.0,5,5,5,5,3,5,3,39,42.0,1
0,1,59.0,0,0,762,1.0,1,1,1,5.0,4,4.0,5,5,4,5,3,5,3,16,51.0,1
1,1,54.0,0,0,2718,1.0,1,3,1,3.0,4,4.0,4,4,4,4,5,4,5,0,0.0,1
1,1,33.0,0,0,3680,4.0,4,4,4,4.0,4,4.0,4,1,3,2,1,1,4,0,1.0,1
1,1,56.0,0,0,2662,4.0,4,4,4,4.0,5,5.0,3,3,3,3,4,3,3,0,0.0,1
0,1,50.0,0,0,862,2.0,2,2,2,3.0,2,3.0,5,5,5,5,1,5,4,0,2.0,1
0,1,60.0,0,0,3679,1.0,1,1,1,3.0,5,4.0,4,4,4,4,3,4,4,9,2.0,1
0,1,40.0,0,0,1566,1.0,1,1,1,2.0,4,4.0,4,4,4,4,3,4,5,0,3.0,1
1,1,45.0,0,0,1739,3.0,3,3,3,2.0,3,4.0,5,5,5,5,3,5,3,22,12.0,1
1,1,49.0,0,0,3805,5.0,5,5,5,2.0,4,5.0,5,5,5,5,5,5,5,13,13.0,1
1,1,43.0,0,1,234,0.0,0,0,3,3.0,0,3.0,3,1,1,3,1,1,3,0,0.0,1
1,1,32.0,0,0,1087,5.0,5,2,5,4.0,4,4.0,4,1,1,4,1,1,4,0,0.0,1
1,1,30.0,0,0,1916,1.0,1,1,1,4.0,5,4.0,4,5,4,5,3,5,4,0,0.0,1
1,1,23.0,0,0,3117,5.0,5,5,5,4.0,4,4.0,4,5,4,5,4,4,4,1,0.0,1
1,1,37.0,0,0,2974,0.0,0,0,1,2.0,4,5.0,4,4,1,1,3,4,4,0,0.0,1
0,1,38.0,0,0,216,5.0,5,5,5,4.0,4,4.0,5,5,5,3,2,5,3,0,0.0,1
0,1,44.0,0,0,2017,2.0,2,2,2,3.0,5,5.0,4,4,4,4,3,4,5,0,0.0,1
0,1,41.0,0,2,427,4.0,4,4,4,2.0,2,1.0,4,4,4,4,4,4,4,0,0.0,1
0,1,8.0,0,0,1188,4.0,2,2,2,4.0,4,4.0,4,1,1,3,1,4,4,6,0.0,0
1,1,53.0,0,1,533,4.0,5,5,5,4.0,4,4.0,4,5,3,4,5,3,4,1,3.0,1
1,1,64.0,0,0,3407,2.0,4,2,2,2.0,5,4.0,5,5,5,5,3,5,4,0,0.0,1
0,0,21.0,0,0,594,5.0,0,4,4,3.0,4,3.0,3,5,4,5,4,5,3,0,0.0,1
1,1,29.0,0,0,2290,5.0,5,5,5,4.0,4,4.0,4,4,2,5,3,3,4,40,37.0,1
0,1,46.0,1,0,226,5.0,5,5,1,2.0,4,4.0,2,2,5,2,4,2,4,0,0.0,1
0,1,50.0,0,0,1822,1.0,1,1,1,4.0,4,4.0,5,5,4,5,5,5,4,7,3.0,1
1,1,72.0,0,0,3903,3.0,5,5,5,3.0,3,3.0,3,3,3,3,4,3,3,48,50.0,0
0,1,59.0,0,0,2227,5.0,5,5,5,2.0,4,4.0,4,4,4,4,3,4,4,30,15.0,1
0,1,33.0,0,0,2399,1.0,1,3,1,5.0,5,5.0,2,2,2,2,4,2,4,0,0.0,1
1,1,43.0,0,0,3837,2.0,2,2,2,2.0,5,4.0,5,5,5,5,5,5,5,0,0.0,1
1,1,46.0,0,1,376,2.0,5,5,5,2.0,2,2.0,2,3,3,3,5,1,2,6,0.0,1
1,1,37.0,0,0,3424,1.0,1,1,1,2.0,5,5.0,5,5,5,5,5,5,5,0,7.0,1
1,1,42.0,0,0,2583,4.0,4,4,4,2.0,4,4.0,4,4,4,4,4,4,5,0,0.0,1
0,1,53.0,0,0,1616,5.0,5,5,5,3.0,3,4.0,4,4,4,4,3,4,5,0,0.0,1
1,1,35.0,0,0,363,4.0,4,4,4,5.0,3,1.0,2,2,2,2,3,2,5,6,0.0,1
1,1,44.0,0,2,101,5.0,1,1,1,5.0,5,5.0,5,2,2,2,3,2,5,0,0.0,1
1,1,46.0,0,0,644,4.0,4,3,4,2.0,5,4.0,5,5,5,5,3,5,4,15,0.0,1
1,1,34.0,1,1,888,5.0,3,5,3,1.0,5,4.0,1,3,2,4,1,4,1,0,0.0,1
1,1,37.0,0,1,1076,4.0,1,4,1,4.0,4,4.0,4,1,4,3,5,5,4,0,0.0,1
0,1,42.0,0,1,566,5.0,3,3,3,3.0,2,2.0,4,4,5,4,1,4,2,0,0.0,1
0,1,58.0,0,0,2610,3.0,3,3,3,5.0,4,5.0,5,5,5,5,4,5,3,38,35.0,1
0,1,54.0,0,0,1092,2.0,2,2,2,5.0,5,5.0,2,2,2,2,4,2,3,27,4.0,1
0,1,55.0,0,0,248,3.0,3,3,3,3.0,5,5.0,5,5,5,5,4,5,3,0,3.0,1
1,1,58.0,0,0,1532,2.0,2,2,2,2.0,3,5.0,4,4,4,4,2,4,5,0,0.0,1
0,1,49.0,1,1,442,3.0,5,5,1,2.0,4,4.0,4,4,5,4,4,4,4,0,0.0,1
1,1,38.0,0,0,3845,5.0,1,5,5,4.0,5,5.0,4,3,4,4,5,4,5,253,253.0,1
0,1,38.0,0,0,1843,5.0,5,5,5,5.0,2,5.0,4,4,4,4,2,4,5,0,0.0,1
0,1,60.0,0,1,991,4.0,3,3,3,4.0,5,3.0,4,4,4,4,4,4,1,0,0.0,1
0,1,29.0,0,0,1833,1.0,1,1,1,5.0,5,5.0,5,4,3,4,4,5,5,0,0.0,1
0,1,56.0,0,0,337,0.0,1,1,1,5.0,5,4.0,3,3,3,3,5,3,4,0,0.0,1
0,1,32.0,0,0,717,1.0,1,1,1,5.0,5,5.0,5,3,2,5,5,5,5,37,39.0,1
1,1,38.0,0,1,306,2.0,1,5,5,2.0,2,2.0,2,3,1,3,3,3,2,14,26.0,0
0,1,59.0,0,0,2806,4.0,4,4,4,4.0,4,5.0,4,4,4,4,5,4,3,0,0.0,1
0,1,55.0,0,0,1709,4.0,4,4,4,2.0,5,5.0,5,5,5,5,3,5,5,0,0.0,1
1,1,47.0,0,0,250,4.0,2,4,4,2.0,5,5.0,5,5,5,5,3,5,5,0,0.0,1
1,1,54.0,0,0,566,3.0,3,5,3,4.0,4,1.0,5,5,4,5,2,5,5,65,69.0,1
1,1,41.0,0,0,1440,1.0,1,1,1,2.0,4,4.0,2,2,2,2,4,2,3,5,0.0,1
0,1,43.0,0,0,618,4.0,4,4,4,1.0,4,4.0,4,4,4,4,4,4,3,0,0.0,1
0,1,48.0,0,0,1837,5.0,5,5,5,3.0,5,4.0,4,4,4,4,5,4,4,52,51.0,1
1,1,41.0,0,1,145,5.0,2,2,2,5.0,5,5.0,5,1,3,3,2,4,5,0,0.0,1
0,0,20.0,0,1,575,0.0,0,0,5,3.0,0,5.0,3,3,5,4,4,5,3,0,0.0,1
1,1,53.0,0,0,3581,3.0,3,3,3,3.0,4,5.0,5,5,5,5,4,5,4,7,4.0,1
1,1,43.0,0,0,1102,2.0,2,2,2,4.0,4,4.0,5,5,5,4,4,4,4,279,253.0,1
1,1,25.0,0,1,817,3.0,3,3,3,4.0,4,3.0,4,4,4,2,5,3,4,0,0.0,1
0,1,53.0,0,0,2531,0.0,0,0,5,2.0,2,2.0,4,5,5,5,2,3,2,202,186.0,1
1,1,56.0,0,1,425,4.0,1,1,1,4.0,4,4.0,4,3,3,4,2,4,4,0,0.0,1
0,1,30.0,0,0,2100,4.0,4,2,4,5.0,4,5.0,5,3,4,4,3,5,5,0,0.0,1
0,1,59.0,0,1,697,5.0,1,1,1,2.0,4,2.0,5,5,5,5,1,5,2,0,0.0,1
0,1,44.0,0,1,552,4.0,4,4,4,5.0,3,1.0,4,4,4,4,4,4,2,42,36.0,1
0,1,39.0,0,0,391,3.0,3,3,3,3.0,4,5.0,4,4,4,4,3,4,4,0,0.0,1
0,1,48.0,0,0,651,2.0,2,2,2,5.0,4,4.0,4,4,4,4,3,4,4,0,0.0,1
0,1,68.0,1,1,109,3.0,4,0,4,2.0,4,5.0,4,4,0,4,3,4,3,25,19.0,0
1,1,27.0,0,0,589,5.0,5,2,5,5.0,5,5.0,5,2,4,2,2,4,5,0,0.0,1
0,1,43.0,1,1,2075,4.0,4,5,3,5.0,3,4.0,2,2,5,2,4,2,1,0,0.0,1
1,1,41.0,0,0,2405,4.0,4,4,4,4.0,4,5.0,4,4,4,5,4,4,5,10,7.0,1
1,1,41.0,0,0,2456,2.0,2,2,2,2.0,2,2.0,5,3,5,4,2,3,2,193,193.0,1
1,1,33.0,0,1,209,4.0,4,4,4,4.0,4,4.0,4,3,3,4,3,5,4,0,0.0,1
1,1,33.0,1,1,1448,3.0,5,3,1,2.0,3,2.0,2,2,4,2,4,4,2,0,0.0,0
1,1,54.0,0,0,444,1.0,1,1,1,4.0,4,4.0,3,3,4,3,3,3,3,0,0.0,1
1,1,36.0,0,0,2113,5.0,5,5,5,3.0,1,1.0,5,5,5,5,1,5,5,0,0.0,1
1,1,52.0,0,1,525,4.0,2,4,2,4.0,4,4.0,4,2,4,3,3,5,4,27,11.0,1
1,1,56.0,0,1,174,5.0,5,5,5,5.0,5,5.0,5,4,4,2,2,3,5,0,1.0,1
0,1,46.0,0,2,395,5.0,3,3,3,2.0,1,4.0,5,5,5,5,4,5,5,0,0.0,1
0,0,23.0,0,0,861,0.0,0,0,3,3.0,0,4.0,3,3,4,4,3,4,3,0,10.0,1
0,1,31.0,0,1,425,3.0,3,3,3,3.0,3,3.0,3,1,2,3,1,4,3,30,38.0,0
0,1,56.0,0,0,2842,3.0,3,3,3,4.0,1,5.0,4,4,4,4,2,4,3,9,7.0,1
0,0,43.0,0,1,483,2.0,5,2,5,2.0,2,2.0,2,4,1,1,3,3,2,0,26.0,0
1,1,47.0,1,1,226,5.0,5,5,4,5.0,5,4.0,5,4,4,4,3,5,5,0,0.0,1
1,1,57.0,0,0,1310,5.0,5,5,5,5.0,4,4.0,5,5,5,5,5,5,5,2,0.0,1
0,1,41.0,0,0,3422,5.0,2,5,5,4.0,4,4.0,3,3,4,4,4,3,5,0,0.0,1
0,1,42.0,0,0,2384,2.0,2,2,2,1.0,4,3.0,2,2,2,2,2,2,2,16,14.0,0
1,1,43.0,0,0,3200,5.0,5,5,5,3.0,4,4.0,5,5,5,5,4,5,3,0,2.0,1
1,1,61.0,0,0,375,3.0,3,3,3,1.0,2,5.0,4,4,4,4,2,4,1,1,0.0,1
1,1,33.0,0,0,2950,3.0,3,3,3,4.0,4,4.0,4,3,4,4,5,5,4,0,12.0,1
0,1,53.0,0,1,453,4.0,4,4,4,1.0,5,4.0,5,5,4,5,3,5,4,23,6.0,1
0,0,21.0,0,1,200,5.0,0,5,1,5.0,5,5.0,5,4,2,1,3,5,5,0,0.0,1
1,1,43.0,0,0,1622,3.0,3,3,3,2.0,4,4.0,5,5,5,4,4,5,5,0,0.0,1
0,1,55.0,0,0,2475,5.0,5,4,5,5.0,5,5.0,3,4,3,4,5,3,5,0,0.0,1
0,1,26.0,0,0,594,4.0,4,3,4,3.0,3,3.0,3,4,4,4,5,5,3,0,0.0,1
1,1,43.0,0,1,991,2.0,1,1,1,2.0,2,2.0,2,4,1,4,1,3,2,0,0.0,0
0,1,42.0,0,0,472,4.0,4,4,4,2.0,4,5.0,5,5,5,5,5,5,5,0,0.0,1
0,1,49.0,0,0,1723,4.0,4,4,4,5.0,4,4.0,4,4,4,4,5,4,3,0,0.0,1
1,1,48.0,0,0,391,5.0,5,5,5,5.0,4,4.0,4,4,4,4,5,4,5,0,0.0,1
0,1,53.0,0,0,649,4.0,4,4,4,5.0,5,3.0,4,4,4,4,3,4,2,0,3.0,1
0,1,23.0,0,0,507,2.0,2,2,2,5.0,5,5.0,5,4,2,5,5,4,5,0,0.0,1
1,0,20.0,0,1,433,5.0,1,5,3,4.0,5,4.0,4,3,3,3,4,5,4,0,0.0,1
0,1,35.0,0,0,481,4.0,4,4,4,1.0,5,5.0,5,5,5,5,1,5,2,0,0.0,1
1,1,45.0,0,0,854,3.0,3,3,3,3.0,3,3.0,5,5,5,5,2,5,3,7,0.0,1
0,1,35.0,0,0,1958,0.0,0,0,5,3.0,4,4.0,1,1,1,1,4,1,1,62,71.0,1
0,1,58.0,0,0,2905,0.0,5,0,3,2.0,5,1.0,2,2,2,2,3,2,5,0,0.0,1
1,1,47.0,0,0,1788,2.0,2,2,2,4.0,3,5.0,4,4,5,4,3,4,5,64,46.0,1
0,1,41.0,0,2,177,4.0,5,5,5,1.0,1,5.0,4,4,4,4,4,4,4,0,8.0,1
1,1,40.0,0,0,1709,1.0,1,1,1,4.0,3,5.0,4,4,4,4,4,4,4,0,19.0,1
1,1,49.0,0,0,577,2.0,2,2,2,2.0,5,4.0,4,4,4,4,4,4,4,0,0.0,1
1,1,52.0,0,0,2277,1.0,1,1,1,1.0,4,1.0,5,5,5,5,4,5,4,12,11.0,1
1,1,53.0,0,0,2091,5.0,5,4,5,4.0,4,4.0,2,2,2,2,4,2,4,0,0.0,1
1,0,44.0,0,1,306,2.0,4,2,3,1.0,2,1.0,1,2,3,4,2,5,1,0,0.0,0
1,1,25.0,0,0,2248,4.0,4,4,4,5.0,5,5.0,5,3,4,4,4,5,5,28,41.0,1
0,1,56.0,0,0,157,4.0,1,1,1,3.0,4,3.0,4,4,4,4,2,4,2,0,8.0,0
0,1,46.0,0,0,1050,3.0,3,3,3,5.0,5,5.0,4,4,4,4,5,4,3,27,53.0,1
1,1,44.0,0,0,227,0.0,0,0,3,2.0,5,5.0,5,5,5,5,3,5,5,0,0.0,1
1,1,48.0,0,1,101,5.0,3,5,3,5.0,5,5.0,5,5,3,1,1,2,5,0,0.0,1
0,0,22.0,0,0,326,5.0,4,5,3,1.0,5,1.0,1,3,4,1,1,3,1,0,0.0,1
0,1,55.0,0,0,530,1.0,1,3,1,5.0,4,5.0,5,5,5,5,5,5,4,0,0.0,1
0,1,45.0,0,0,491,4.0,4,4,4,2.0,4,5.0,5,5,5,5,3,5,3,3,17.0,1
0,1,56.0,0,0,2657,1.0,1,1,1,2.0,5,5.0,4,4,4,4,4,4,3,1,0.0,1
0,1,41.0,0,0,1904,3.0,3,5,3,5.0,5,5.0,5,5,5,5,5,5,3,1,0.0,1
0,1,53.0,0,0,2170,0.0,0,0,1,3.0,4,5.0,4,4,4,4,5,4,5,18,7.0,1
0,1,54.0,0,1,371,2.0,2,2,2,3.0,3,3.0,2,2,2,2,1,2,4,95,82.0,0
0,1,45.0,0,0,2272,5.0,5,5,5,5.0,5,5.0,5,5,5,5,5,5,3,0,0.0,1
1,1,43.0,0,0,936,3.0,3,3,3,2.0,2,5.0,4,4,4,4,4,4,5,26,14.0,1
0,1,43.0,0,0,460,3.0,3,3,3,5.0,4,5.0,4,4,4,4,4,4,4,33,28.0,1
0,1,60.0,0,1,123,5.0,1,1,1,5.0,2,2.0,5,5,5,5,1,5,4,0,0.0,1
0,1,33.0,0,0,3010,5.0,5,5,5,3.0,5,5.0,3,3,3,3,4,3,3,0,0.0,1
1,1,39.0,0,0,406,5.0,5,5,5,2.0,5,5.0,4,4,4,4,1,4,3,0,0.0,1
0,0,43.0,0,1,496,5.0,4,5,4,5.0,5,5.0,5,1,1,4,4,2,5,0,0.0,1
0,1,51.0,0,0,2800,3.0,3,3,3,2.0,5,4.0,4,4,4,4,3,4,4,0,0.0,1
1,1,50.0,0,0,1558,1.0,1,1,1,4.0,5,5.0,4,4,4,4,5,4,5,73,63.0,1
1,1,35.0,0,0,2381,2.0,2,2,2,2.0,2,3.0,4,4,5,4,2,4,4,0,0.0,1
0,0,39.0,0,0,484,4.0,4,4,3,5.0,4,5.0,5,3,2,4,4,4,5,0,0.0,1
1,1,43.0,0,0,1786,2.0,2,2,2,5.0,5,5.0,4,4,4,4,5,4,3,0,0.0,1
1,1,55.0,0,0,3028,2.0,2,2,2,5.0,5,5.0,4,4,4,4,4,4,3,0,0.0,1
0,1,64.0,1,1,391,0.0,5,0,3,2.0,5,5.0,3,3,0,1,3,3,3,0,0.0,1
1,0,18.0,0,1,618,0.0,2,0,5,1.0,0,1.0,1,2,1,3,1,2,1,0,0.0,1
1,1,39.0,1,1,349,2.0,5,2,3,5.0,2,5.0,5,3,4,4,3,5,5,45,42.0,0
0,1,48.0,0,0,2625,1.0,1,1,1,2.0,5,4.0,4,4,4,4,5,4,5,0,0.0,1
0,1,28.0,1,1,240,3.0,4,3,2,1.0,3,1.0,1,5,3,1,3,2,1,0,0.0,0
0,0,27.0,0,0,101,4.0,4,4,2,4.0,4,4.0,4,3,5,4,3,5,4,0,0.0,1
1,1,48.0,0,0,895,3.0,3,3,3,4.0,5,4.0,5,5,5,5,5,5,5,0,0.0,1
0,0,22.0,0,1,1171,4.0,4,4,1,5.0,4,5.0,5,5,3,4,4,4,5,0,0.0,1
1,1,29.0,0,0,2615,2.0,2,4,2,4.0,4,4.0,4,5,3,5,4,3,4,0,20.0,1
1,1,42.0,0,0,575,2.0,2,2,2,5.0,5,5.0,3,3,4,3,5,3,5,0,0.0,1
0,0,50.0,0,0,678,4.0,3,3,2,5.0,4,5.0,5,5,4,5,3,5,5,14,12.0,1
0,1,43.0,0,0,1303,3.0,3,3,3,5.0,4,4.0,5,5,5,5,4,5,3,0,0.0,1
0,1,37.0,0,0,2287,1.0,1,1,1,2.0,4,4.0,5,5,5,4,4,5,4,0,0.0,1
1,1,43.0,0,0,2419,5.0,5,5,5,2.0,3,5.0,4,4,4,4,5,4,3,47,31.0,1
0,1,41.0,0,0,2342,5.0,2,5,5,4.0,5,5.0,4,4,4,4,5,4,3,5,4.0,1
1,1,36.0,0,1,201,4.0,5,5,5,4.0,4,4.0,4,2,5,1,1,4,4,0,0.0,1
1,1,41.0,0,0,1744,1.0,1,1,1,2.0,5,5.0,4,4,4,4,3,4,4,0,0.0,1
0,1,41.0,0,0,1337,3.0,3,3,3,3.0,5,4.0,5,5,5,5,5,5,5,0,0.0,1
0,1,53.0,0,0,1588,0.0,0,0,3,3.0,4,4.0,5,5,4,4,3,5,4,7,18.0,1
1,1,17.0,0,0,1939,1.0,1,1,1,4.0,4,4.0,4,3,4,5,4,5,4,43,52.0,1
